full_name,alias,age,gender,address,district_name,occupation,prior_convictions,modus_operandi,risk_score
Lohit Gupta,,30,Male,"H.No. 65, Vig Ganj",Vijayapura,Laborer,0,Opportunistic crime,1
Yashawini Sharaf,,43,Male,"90/33, Ben Ganj",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,35
Oliver Das,,28,Male,"07, Goel Ganj",Mandya,Mechanic,0,Opportunistic crime,47
Balendra Nagy,,26,Male,"42/33, Johal Road",Hassan,Mechanic,0,Opportunistic crime,50
Gautam Natt,,50,Male,"60/62, Kaur",Mangaluru (Dakshina Kannada),Unemployed,0,Opportunistic crime,46
Aditya Bala,,29,Male,"H.No. 79, Bhagat Chowk",Belagavi,Contractor,1,Opportunistic crime,12
Yuvraj Subramanian,,44,Male,"551, Venkataraman Circle",Hassan,Contractor,0,Opportunistic crime,50
Oliver Sharaf,,43,Male,"H.No. 529, Sachar Zila",Hassan,Mechanic,0,Opportunistic crime,2
Balveer Raj,Chasmum,20,Male,"H.No. 37, Bhattacharyya Marg",Bengaluru Rural,Unemployed,2,Opportunistic crime,15
Ganga Bhatti,,50,Male,"46/453, Garg Nagar",Davangere,Laborer,0,Opportunistic crime,42
Samuel Kuruvilla,,33,Male,"075, Parmer Path",Bidar,Mechanic,1,Opportunistic crime,42
Reyansh Pradhan,Jacob,39,Male,"116, Gulati Street",Chikkamagaluru,Contractor,1,Opportunistic crime,14
Utkarsh Kumer,,34,Female,"66/09, Dhaliwal Circle",Udupi,Laborer,0,Opportunistic crime,29
Naveen Nigam,,49,Male,"H.No. 64, Dhillon Road",Hubballi-Dharwad,Driver,0,Opportunistic crime,36
Oeshi Saraf,,45,Female,"80, Kulkarni Road",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,3
Kai Bawa,Adweta,27,Male,"19/86, Chana Marg",Belagavi,Vendor,2,Opportunistic crime,5
Inaya Jaggi,Nilima,47,Male,"70/104, Bora Circle",Kalaburagi,Unemployed,0,Opportunistic crime,0
Siya Mishra,,51,Female,"H.No. 64, Kannan Ganj",Hassan,Vendor,1,Opportunistic crime,32
Lohit Chaudry,,23,Female,"H.No. 68, Kumar Zila",Vijayapura,Mechanic,0,Opportunistic crime,11
Arjun Sura,,42,Male,"04/621, Mitter",Kolar,Mechanic,0,Opportunistic crime,29
Caleb Dani,,27,Female,"22/38, Hegde Chowk",Mangaluru (Dakshina Kannada),Unemployed,2,Opportunistic crime,38
Charan Ghose,Anita,27,Male,"88/05, Memon Marg",Mysuru,Unemployed,0,Opportunistic crime,5
Bhavika Pandya,,35,Male,"H.No. 817, Agate Path",Belagavi,Delivery Boy,0,Opportunistic crime,41
Harrison Basak,,37,Male,"394, Modi Path",Bengaluru Urban,Unemployed,0,Opportunistic crime,39
Oliver Sachar,,18,Female,"390, Upadhyay Nagar",Chikkamagaluru,Delivery Boy,0,Opportunistic crime,48
Rajata Kala,,38,Male,"06/05, Kapoor Path",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,34
Yuvraj Padmanabhan,Dev,48,Male,"H.No. 74, Sant Road",Davangere,Mechanic,0,Opportunistic crime,5
Tanay Arya,Darpan,50,Male,"086, Din Nagar",Mysuru,Mechanic,1,Opportunistic crime,42
Bishakha Gara,,18,Female,"10/00, Pant Chowk",Shivamogga,Laborer,0,Opportunistic crime,28
Gaurang Kashyap,,34,Male,"39/25, Parmar Zila",Kolar,Vendor,1,Opportunistic crime,45
Bhavini Rajagopal,,27,Female,"82/445, Kar Nagar",Mysuru,Laborer,0,Opportunistic crime,3
Manthan Randhawa,,43,Male,"20/032, Kakar Path",Udupi,Driver,1,Opportunistic crime,50
Om Dugar,Girish,55,Male,"H.No. 40, Bhalla Nagar",Belagavi,Mechanic,0,Opportunistic crime,13
Simon Chandra,Rachana,40,Male,"50/08, Sheth Nagar",Bidar,Delivery Boy,2,Opportunistic crime,27
Sara Sha,,36,Male,"96, Jhaveri Street",Udupi,Driver,1,Opportunistic crime,41
Bhavna Keer,,25,Male,"54/580, Keer Zila",Bidar,Contractor,1,Opportunistic crime,17
Raagini Pillay,,53,Male,"92/575, Bose Marg",Vijayapura,Unemployed,1,Opportunistic crime,31
Jason Bumb,,22,Male,"70/932, Ravi Zila",Tumakuru,Mechanic,0,Opportunistic crime,16
Rohan Wadhwa,,40,Female,"41/04, Chanda Street",Udupi,Driver,0,Opportunistic crime,18
Imaran Chad,,34,Female,"H.No. 735, Srivastava Path",Raichur,Mechanic,0,Opportunistic crime,40
Aryan Kant,,25,Male,"413, Borah Zila",Kolar,Delivery Boy,0,Opportunistic crime,22
Yadavi Agrawal,,51,Male,"H.No. 49, Jhaveri Street",Davangere,Mechanic,1,Opportunistic crime,6
Mohammed Ray,,29,Male,"H.No. 42, Karpe Circle",Chikkamagaluru,Mechanic,0,Opportunistic crime,31
Kai Rastogi,,35,Male,"871, Sarma Ganj",Chikkamagaluru,Driver,0,Opportunistic crime,15
Karan Gopal,,51,Male,"35/715, Parmar Path",Belagavi,Delivery Boy,0,Opportunistic crime,27
Nitara Deep,,50,Female,"H.No. 40, Pau Nagar",Bengaluru Rural,Contractor,0,Opportunistic crime,0
Nidhi Lata,,39,Male,"52/689, Chaudhari Zila",Hassan,Delivery Boy,0,Opportunistic crime,42
Pallavi Rajagopalan,,35,Male,"72/79, Goswami Nagar",Ballari,Laborer,0,Opportunistic crime,49
Udarsh Soman,,28,Male,"60/603, Bhargava Zila",Kolar,Mechanic,0,Opportunistic crime,39
Girik Gokhale,,38,Male,"H.No. 875, Patla Street",Belagavi,Vendor,1,Opportunistic crime,36
Utkarsh Bail,,22,Female,"H.No. 992, Rau Chowk",Tumakuru,Driver,1,Opportunistic crime,39
Ojas Bajaj,,23,Male,"84/94, Khanna Street",Tumakuru,Laborer,0,Opportunistic crime,26
Watika Vora,,55,Female,"88, Shenoy Chowk",Mandya,Laborer,0,Opportunistic crime,16
Udant Srinivas,,27,Female,"38/42, Garde Zila",Davangere,Delivery Boy,0,Opportunistic crime,8
Bimala Dhillon,,26,Male,"41/24, Barman Nagar",Belagavi,Laborer,0,Opportunistic crime,33
Balhaar Varkey,,46,Female,"31/553, Kar Circle",Hubballi-Dharwad,Laborer,0,Opportunistic crime,17
Rudra Tank,Harsh,37,Male,"48/068, Yadav Street",Belagavi,Delivery Boy,0,Opportunistic crime,10
Meghana Khalsa,,27,Male,"71/80, Rai Ganj",Bengaluru Urban,Contractor,0,Opportunistic crime,12
Aarnav Pingle,,32,Male,"17/745, Rajagopalan Marg",Raichur,Driver,0,Opportunistic crime,37
Urvi Khurana,,44,Male,"H.No. 05, Pillai Nagar",Ballari,Delivery Boy,1,Opportunistic crime,36
Kabir Goda,,28,Male,"572, Gade Road",Tumakuru,Delivery Boy,0,Opportunistic crime,32
Rachana Shenoy,Manbir,55,Female,"11/039, Gour",Davangere,Vendor,0,Opportunistic crime,26
Rudra Desai,,32,Male,"H.No. 86, Ramanathan",Vijayapura,Driver,1,Opportunistic crime,10
Jairaj Nagar,Alexander,45,Male,"H.No. 64, Krishnan Circle",Shivamogga,Driver,0,Opportunistic crime,0
Ronith Behl,,24,Female,"19/541, Sant Street",Udupi,Contractor,0,Opportunistic crime,38
Nitesh Khatri,Sanaya,46,Male,"11/125, Pradhan Ganj",Mandya,Contractor,0,Opportunistic crime,31
Xavier Chaudhuri,,20,Male,"03/15, Baral Circle",Belagavi,Mechanic,0,Opportunistic crime,7
Theodore Magar,,42,Male,"77/635, Khatri",Koppal,Vendor,0,Opportunistic crime,48
Daksh Patil,,48,Male,"897, Garg Circle",Hassan,Vendor,0,Opportunistic crime,24
Viraj Bajwa,,36,Male,"H.No. 27, Tripathi Street",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,15
Zansi Dar,Urvi,19,Male,"47/220, Nori Path",Davangere,Delivery Boy,0,Opportunistic crime,37
Manbir Jha,Waida,25,Male,"H.No. 06, Ranganathan Circle",Hassan,Contractor,1,Opportunistic crime,20
Aditya Tara,,51,Female,"67, Chakraborty Marg",Shivamogga,Mechanic,0,Opportunistic crime,33
Harsh Datta,,50,Male,"H.No. 64, Mammen Chowk",Hubballi-Dharwad,Mechanic,0,Opportunistic crime,7
Rayaan Kannan,Ria,41,Male,"54/94, Hayre Street",Hassan,Mechanic,2,Opportunistic crime,14
Priya Chander,,50,Male,"H.No. 534, Bahl Path",Udupi,Unemployed,0,Opportunistic crime,47
Rishi Loke,,48,Male,"12/44, Rana Path",Belagavi,Delivery Boy,0,Opportunistic crime,50
Viraj Rai,,36,Male,"05, Johal Ganj",Chikkamagaluru,Driver,0,Opportunistic crime,36
Amruta Ahuja,,32,Male,"H.No. 122, Sani Path",Hubballi-Dharwad,Laborer,0,Opportunistic crime,2
Naksh Raman,,26,Male,"09/98, Mitter Nagar",Vijayapura,Unemployed,0,Opportunistic crime,31
Naveen Sur,Yashoda,39,Male,"031, Kapur Street",Bengaluru Urban,Driver,1,Opportunistic crime,5
Tristan Bajaj,,33,Male,"H.No. 808, Chaudhary Road",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,48
Arin Mukherjee,,34,Male,"H.No. 586, Dave Nagar",Ballari,Driver,0,Opportunistic crime,5
Tristan Bobal,,46,Female,"H.No. 137, Dara",Belagavi,Driver,0,Opportunistic crime,17
Ronith Chaudhari,,28,Female,"H.No. 80, Bhatnagar Circle",Chikkamagaluru,Vendor,0,Opportunistic crime,30
Hritik Dugar,,31,Male,"H.No. 132, Bhakta Street",Shivamogga,Contractor,1,Opportunistic crime,24
Matthew Sundaram,,50,Male,"H.No. 18, Tripathi Road",Vijayapura,Delivery Boy,0,Opportunistic crime,48
Dhruv Saini,,47,Male,"88/536, Kota Zila",Ballari,Contractor,0,Opportunistic crime,4
Praneel Menon,Chakrika,33,Female,"H.No. 27, Oak Path",Chikkamagaluru,Vendor,0,Opportunistic crime,14
Daksh Sachdeva,,44,Male,"76/215, Raju Road",Bengaluru Urban,Laborer,0,Opportunistic crime,32
Siya Arya,,46,Male,"98/983, Raghavan Path",Ballari,Unemployed,0,Opportunistic crime,15
Indira Jaggi,,51,Male,"475, Tank Road",Udupi,Driver,0,Opportunistic crime,50
Maanav Bhalla,Isha,32,Female,"H.No. 309, Menon Road",Chikkamagaluru,Mechanic,0,Opportunistic crime,39
Om Sibal,,50,Male,"H.No. 41, Mitra Marg",Hassan,Unemployed,0,Opportunistic crime,21
Netra Minhas,Omaja,44,Female,"36/587, Malhotra Chowk",Hassan,Vendor,0,Opportunistic crime,5
Triya Dugar,,32,Female,"H.No. 14, Naik",Kolar,Laborer,1,Opportunistic crime,41
Faraj Bhatt,Rachana,36,Male,"H.No. 982, Srivastava Nagar",Mysuru,Laborer,0,Opportunistic crime,25
Jagvi Misra,,38,Female,"H.No. 12, Saini Path",Tumakuru,Vendor,0,Opportunistic crime,17
Yatan Dora,,45,Female,"56/989, Shukla Path",Tumakuru,Vendor,0,Opportunistic crime,16
Falak Lad,,41,Male,"21, Baral",Mysuru,Mechanic,1,Opportunistic crime,38
Yug Mahal,,54,Male,"H.No. 678, Dyal Ganj",Bengaluru Rural,Unemployed,2,Opportunistic crime,36
Dakshesh Walla,,43,Male,"H.No. 781, Sahota Path",Bengaluru Rural,Driver,1,Opportunistic crime,6
Champak Natt,,53,Male,"40/976, Sandal Chowk",Hubballi-Dharwad,Driver,0,Opportunistic crime,25
Deepa Manda,Praneel,21,Female,"310, Mander Street",Shivamogga,Mechanic,0,Opportunistic crime,16
Gautam Bumb,,31,Male,"41, Kulkarni Circle",Tumakuru,Driver,0,Opportunistic crime,14
Krishna Lata,Vedhika,35,Male,"H.No. 25, Kari Circle",Bengaluru Rural,Driver,2,Opportunistic crime,23
Tanveer Bumb,,40,Male,"17, Swamy Chowk",Bengaluru Urban,Mechanic,0,Opportunistic crime,35
Elijah Chadha,,53,Female,"441, Iyer Marg",Mangaluru (Dakshina Kannada),Vendor,0,Opportunistic crime,20
Laksh Pingle,,24,Male,"H.No. 27, Karan Street",Mandya,Unemployed,0,Opportunistic crime,23
Girindra Nadkarni,,45,Female,"H.No. 54, Hans Marg",Mysuru,Laborer,1,Opportunistic crime,19
Vasatika Kala,,39,Male,"37/86, Devan Path",Davangere,Delivery Boy,0,Opportunistic crime,24
Saanvi Nadig,Aadi,45,Female,"H.No. 339, Dubey Zila",Hassan,Vendor,0,Opportunistic crime,15
Om Merchant,Ubika,32,Male,"429, Mallick Marg",Kolar,Delivery Boy,0,Opportunistic crime,0
Sai Hegde,,24,Male,"983, Borde Circle",Belagavi,Unemployed,0,Opportunistic crime,4
Wyatt Vasa,,53,Male,"H.No. 767, Ramaswamy Zila",Raichur,Contractor,0,Opportunistic crime,11
Bhanumati Patil,Kevin,44,Male,"28/92, Chakraborty Path",Mandya,Unemployed,0,Opportunistic crime,21
Zaitra Tiwari,Avni,44,Male,"16, Grover Path",Tumakuru,Unemployed,0,Opportunistic crime,10
Kalpit Talwar,,29,Male,"H.No. 383, Sawhney Marg",Belagavi,Driver,0,Opportunistic crime,28
Daniel Kala,,34,Male,"04/659, Bhagat Nagar",Bengaluru Rural,Unemployed,0,Opportunistic crime,46
Anmol Tank,,54,Female,"H.No. 26, Narula Ganj",Vijayapura,Laborer,0,Opportunistic crime,44
Onveer Singh,Arya,36,Male,"H.No. 038, Natarajan Zila",Davangere,Delivery Boy,1,Opportunistic crime,9
Ishwar Chopra,,45,Male,"743, Madan Ganj",Mysuru,Vendor,1,Opportunistic crime,34
Madhav Contractor,,38,Female,"07/437, Ramakrishnan Zila",Belagavi,Driver,0,Opportunistic crime,36
Ryan Deo,,46,Male,"H.No. 573, Biswas",Koppal,Mechanic,0,Opportunistic crime,48
Tarak Nori,,23,Female,"H.No. 51, Pall Path",Udupi,Vendor,0,Opportunistic crime,34
Chatresh Dugar,Patrick,54,Female,"12/71, Dasgupta Road",Mangaluru (Dakshina Kannada),Mechanic,0,Opportunistic crime,14
Sarthak Chaudhari,Baljiwan,48,Male,"H.No. 572, Parmer Ganj",Mysuru,Driver,1,Opportunistic crime,9
Chaitanya Dayal,,42,Male,"92/35, Khosla Marg",Shivamogga,Vendor,0,Opportunistic crime,18
Nikita Purohit,,39,Female,"H.No. 883, Dar Street",Mandya,Vendor,0,Opportunistic crime,40
Udant Ghosh,,50,Male,"723, Mukhopadhyay Marg",Bengaluru Urban,Vendor,1,Opportunistic crime,37
Chaitanya Lall,,21,Male,"H.No. 417, Ramachandran Ganj",Hubballi-Dharwad,Contractor,1,Opportunistic crime,7
Teerth Krishna,,22,Male,"21/415, Varkey Street",Vijayapura,Vendor,0,Opportunistic crime,21
Ayush Sura,,28,Male,"33, Bansal Marg",Belagavi,Vendor,1,Opportunistic crime,28
Matthew Prasad,Chaitanya,32,Male,"44, Bhatnagar Path",Mysuru,Vendor,0,Opportunistic crime,24
Chandani Devi,Victor,47,Male,"856, Bali Road",Mandya,Laborer,0,Opportunistic crime,10
George Khare,,25,Male,"590, Sachar Nagar",Bengaluru Rural,Unemployed,1,Opportunistic crime,50
Leela Padmanabhan,Nihal,40,Male,"H.No. 280, Bala Circle",Mysuru,Laborer,0,Opportunistic crime,48
Janya Thaker,Anmol,52,Male,"093, Shetty Zila",Kalaburagi,Contractor,1,Opportunistic crime,36
Om Gade,,38,Male,"32/81, Tank Nagar",Vijayapura,Vendor,1,Opportunistic crime,23
Imaran Rout,,38,Male,"99/02, Issac Zila",Bidar,Mechanic,0,Opportunistic crime,5
Warinder Naidu,,49,Male,"36/88, Chowdhury Nagar",Kalaburagi,Driver,0,Opportunistic crime,19
Darsh Memon,,37,Male,"H.No. 85, Hayre Circle",Mangaluru (Dakshina Kannada),Driver,1,Opportunistic crime,45
Arya Grover,Ekaja,23,Male,"17/71, Barad Road",Raichur,Mechanic,0,Opportunistic crime,50
Champak Hans,,39,Male,"876, Mane Street",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,28
Bahadurjit Aggarwal,,33,Female,"H.No. 940, Mitter Circle",Mandya,Laborer,1,Opportunistic crime,35
Peter Aggarwal,Aditya,27,Male,"H.No. 732, Wali Ganj",Vijayapura,Unemployed,0,Opportunistic crime,14
Ikbal Iyer,,45,Male,"99, Bhatnagar Chowk",Koppal,Delivery Boy,0,Opportunistic crime,23
Mason Sharma,,39,Male,"H.No. 82, Oommen",Udupi,Mechanic,0,Opportunistic crime,46
Wriddhish Aurora,,31,Male,"H.No. 83, Keer Ganj",Mangaluru (Dakshina Kannada),Driver,1,Opportunistic crime,1
Manya Mangal,Anusha,47,Male,"76, Varma Path",Bidar,Vendor,2,Opportunistic crime,50
Luke Sharma,,50,Male,"16/38, Mahal",Bengaluru Rural,Unemployed,1,Opportunistic crime,50
Abhimanyu Madan,,54,Male,"30/480, Shankar",Hassan,Driver,0,Opportunistic crime,17
Aarav Chopra,,21,Male,"67, Kara Marg",Udupi,Unemployed,0,Opportunistic crime,48
Ansh Thakur,,26,Female,"55/67, Upadhyay Road",Ballari,Driver,0,Opportunistic crime,0
Madhavi Badal,,51,Female,"94/336, Choudhury Road",Chikkamagaluru,Unemployed,0,Opportunistic crime,14
Brijesh Mitter,,53,Male,"H.No. 77, Rai Marg",Bengaluru Urban,Mechanic,1,Opportunistic crime,15
Siddharth Sule,,34,Male,"H.No. 116, Bali Marg",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,15
Pranav Amble,,26,Male,"H.No. 434, Vasa Marg",Raichur,Contractor,0,Opportunistic crime,2
Oliver Buch,,45,Male,"20, Kara Chowk",Kalaburagi,Mechanic,0,Opportunistic crime,22
Mason Baral,,26,Male,"83, Gandhi Circle",Bidar,Driver,0,Opportunistic crime,1
Sanya Bhargava,Naksh,33,Male,"85/87, Garde Circle",Koppal,Delivery Boy,0,Opportunistic crime,34
Imaran Thakkar,,36,Male,"H.No. 184, Master Circle",Hubballi-Dharwad,Vendor,0,Opportunistic crime,6
Farhan Mital,,24,Female,"H.No. 834, Sawhney",Tumakuru,Delivery Boy,0,Opportunistic crime,19
Abha Prabhakar,Avni,40,Male,"588, Gour Zila",Davangere,Contractor,0,Opportunistic crime,40
Fiyaz Shukla,Nitesh,30,Male,"89/69, Tara Road",Kalaburagi,Laborer,0,Opportunistic crime,30
Warjas Yohannan,,18,Male,"970, Merchant Zila",Vijayapura,Laborer,0,Opportunistic crime,32
Kashvi Mangat,Nisha,44,Female,"41/978, Kade Zila",Belagavi,Mechanic,0,Opportunistic crime,1
Frado Pradhan,,24,Male,"H.No. 84, Mannan Marg",Tumakuru,Mechanic,0,Opportunistic crime,36
Gaurang Lad,,28,Male,"867, Sathe Circle",Shivamogga,Unemployed,0,Opportunistic crime,32
Ranbir Issac,,31,Male,"H.No. 67, Pandya Street",Ballari,Delivery Boy,0,Opportunistic crime,12
Nachiket Bhat,,48,Male,"H.No. 096, Nagarajan Street",Bidar,Contractor,1,Opportunistic crime,25
Anusha Pandya,Qadim,22,Male,"88, Gala Nagar",Mangaluru (Dakshina Kannada),Laborer,0,Opportunistic crime,41
Zaid Prabhakar,Balendra,43,Male,"H.No. 637, Mangat Marg",Bidar,Driver,0,Opportunistic crime,16
Widisha Sarkar,,41,Male,"79, Sekhon Circle",Mysuru,Unemployed,1,Opportunistic crime,40
Anthony Dash,Lakshmi,21,Male,"H.No. 746, Thaker Zila",Chikkamagaluru,Vendor,0,Opportunistic crime,28
Yatin Anne,,31,Male,"H.No. 602, Chakrabarti",Belagavi,Delivery Boy,0,Opportunistic crime,18
Finn Srinivas,Wakeeta,35,Male,"H.No. 84, Ratta Circle",Bidar,Laborer,1,Opportunistic crime,7
Avi Karpe,,28,Male,"H.No. 757, Oza Circle",Bengaluru Urban,Delivery Boy,1,Opportunistic crime,21
Caleb Thakur,,38,Male,"70/448, Sandhu Zila",Mysuru,Unemployed,0,Opportunistic crime,13
Ansh Sen,Inaya,29,Male,"H.No. 72, Mani Road",Bengaluru Rural,Driver,0,Opportunistic crime,27
Avni Chandra,Kalpit,37,Female,"97, Saini Zila",Hubballi-Dharwad,Delivery Boy,0,Opportunistic crime,40
Samesh Chakraborty,Ekalinga,52,Male,"20, Sarma Marg",Bengaluru Urban,Unemployed,2,Opportunistic crime,44
Vasana Narula,Januja,25,Male,"030, Dutt Road",Kalaburagi,Unemployed,1,Opportunistic crime,48
Kalpit Dar,,52,Female,"80, Baral Path",Kolar,Contractor,2,Opportunistic crime,8
George Bhandari,,38,Female,"H.No. 72, Jayaraman Nagar",Kalaburagi,Delivery Boy,0,Opportunistic crime,2
Priya Gole,,21,Male,"H.No. 55, Chatterjee Ganj",Raichur,Contractor,0,Opportunistic crime,31
Azad Chatterjee,Odika,33,Male,"290, Aggarwal Ganj",Koppal,Delivery Boy,0,Opportunistic crime,7
Akshay Wagle,Pranav,48,Female,"H.No. 02, Sahota Street",Kolar,Contractor,0,Opportunistic crime,37
Simon Warrior,,40,Male,"H.No. 96, Narasimhan Marg",Bidar,Vendor,2,Opportunistic crime,41
Baghyawati Dayal,,55,Male,"65, Ramachandran Zila",Bengaluru Rural,Vendor,0,Opportunistic crime,48
Dhruv Agrawal,,41,Female,"96, Raju Zila",Kolar,Vendor,2,Opportunistic crime,8
Indira Nayar,Veer,23,Male,"412, Dash Ganj",Ballari,Mechanic,0,Opportunistic crime,19
Hiral Madan,Kai,38,Male,"H.No. 36, Sanghvi Road",Tumakuru,Unemployed,0,Opportunistic crime,46
Om Jayaraman,,22,Male,"65/01, Raghavan Chowk",Koppal,Unemployed,0,Opportunistic crime,6
Pratyush Narayan,Zayan,29,Male,"64/636, Ben Road",Vijayapura,Vendor,0,Opportunistic crime,7
Jalsa Mohanty,Harita,33,Male,"H.No. 07, Uppal Street",Hubballi-Dharwad,Driver,0,Opportunistic crime,38
Rehaan Chaudry,Tripti,27,Male,"484, Loke Street",Bengaluru Urban,Vendor,1,Opportunistic crime,25
Lipika Bera,,40,Male,"01/16, Chandran Circle",Mandya,Vendor,0,Opportunistic crime,4
Andrew Jayaraman,,29,Female,"H.No. 075, Roy Zila",Chikkamagaluru,Unemployed,0,Opportunistic crime,1
Sai Wason,Charita,35,Female,"95/309, Anand Path",Koppal,Mechanic,0,Opportunistic crime,9
Warhi Mane,,42,Male,"36, Jhaveri Street",Tumakuru,Mechanic,1,Opportunistic crime,22
Nathaniel Das,Aashi,55,Male,"H.No. 84, Varty Zila",Udupi,Driver,0,Opportunistic crime,17
Fitan Kade,,25,Male,"H.No. 556, Prasad Circle",Bidar,Driver,0,Opportunistic crime,19
Tanish Sane,,38,Female,"79/93, Sahni Chowk",Koppal,Mechanic,1,Opportunistic crime,3
Baljiwan Sundaram,Yashoda,55,Male,"991, Sha Marg",Belagavi,Contractor,0,Opportunistic crime,40
Rachana Hora,,53,Male,"262, Dalal Path",Belagavi,Driver,0,Opportunistic crime,4
Neha Kata,,24,Male,"H.No. 69, Chowdhury Path",Kalaburagi,Laborer,0,Opportunistic crime,22
Qarin Patil,,22,Male,"H.No. 73, Saha Road",Mysuru,Mechanic,0,Opportunistic crime,1
Hitesh Shere,,30,Male,"74/35, Prakash Street",Bengaluru Rural,Delivery Boy,0,Opportunistic crime,0
Vasudha Kata,Osha,25,Male,"18, D’Alia Marg",Bidar,Mechanic,0,Opportunistic crime,33
Tanish Bera,,26,Male,"H.No. 169, Khalsa",Shivamogga,Vendor,0,Opportunistic crime,39
Elijah Keer,Timothy,55,Male,"758, Shetty Chowk",Belagavi,Unemployed,1,Opportunistic crime,15
Vasatika Parsa,,48,Male,"50/332, Bhakta Marg",Koppal,Unemployed,0,Opportunistic crime,41
Vyanjana Baria,Shaurya,29,Male,"28/602, Sharma Ganj",Koppal,Laborer,0,Opportunistic crime,42
Mitali Thaman,Xavier,18,Female,"44/41, Gill Street",Vijayapura,Delivery Boy,0,Opportunistic crime,3
Ekiya Bala,,53,Male,"924, Padmanabhan Ganj",Hubballi-Dharwad,Contractor,1,Opportunistic crime,34
Baljiwan Mall,Jagvi,54,Male,"54, Vora Marg",Vijayapura,Mechanic,0,Opportunistic crime,14
Rushil Barman,,49,Female,"H.No. 014, Babu Road",Bengaluru Urban,Delivery Boy,0,Opportunistic crime,18
Faras Rattan,,21,Male,"H.No. 05, Khanna Zila",Raichur,Mechanic,0,Opportunistic crime,6
Yadavi Rama,,34,Male,"96, Sinha Zila",Kalaburagi,Unemployed,1,Opportunistic crime,6
Akshay Raghavan,Nidhi,29,Male,"902, Chauhan Chowk",Koppal,Unemployed,0,Opportunistic crime,4
Fiyaz Kara,Jagdish,21,Male,"H.No. 262, Ranganathan Nagar",Udupi,Unemployed,2,Opportunistic crime,43
Sai Yogi,,29,Male,"H.No. 291, Prabhu Path",Belagavi,Mechanic,0,Opportunistic crime,16
Frado Nagi,,22,Male,"47/79, Badal",Raichur,Delivery Boy,0,Opportunistic crime,47
Vansha Sarraf,,54,Male,"21, Borra Zila",Chikkamagaluru,Delivery Boy,2,Opportunistic crime,31
Nidhi Pathak,,50,Male,"928, Parmar Chowk",Hassan,Unemployed,1,Opportunistic crime,17
Balveer Dugar,Gunbir,52,Male,"H.No. 667, Char Chowk",Bengaluru Urban,Driver,0,Opportunistic crime,25
Jatin Bumb,Yashawini,35,Male,"04/89, Saran Circle",Raichur,Vendor,0,Opportunistic crime,45
Pratyush Brahmbhatt,,24,Male,"28, Srinivasan Road",Bidar,Delivery Boy,1,Opportunistic crime,0
Tanmayi Chakraborty,,37,Female,"37, Shukla Marg",Mangaluru (Dakshina Kannada),Delivery Boy,1,Opportunistic crime,16
Waida Doctor,,18,Male,"75/89, Ray Street",Kalaburagi,Vendor,0,Opportunistic crime,29
Maanas Sahni,,33,Female,"H.No. 06, Prabhakar Nagar",Udupi,Laborer,0,Opportunistic crime,30
Fitan Bir,,38,Female,"H.No. 481, Kadakia Chowk",Mysuru,Unemployed,0,Opportunistic crime,36
Ranveer Barad,,49,Male,"68/46, Kamdar Marg",Shivamogga,Mechanic,0,Opportunistic crime,38
Robert Gara,,47,Male,"03, Natt Path",Hassan,Contractor,0,Opportunistic crime,25
Bina Ramesh,,55,Male,"71, Lala Circle",Chikkamagaluru,Contractor,0,Opportunistic crime,38
Ishani Chaudhry,,22,Male,"458, Anne Street",Mysuru,Laborer,0,Opportunistic crime,3
Divya Dutt,,20,Male,"H.No. 634, Mukherjee Chowk",Shivamogga,Mechanic,2,Opportunistic crime,12
Yauvani Dhawan,Ikbal,25,Male,"20/07, Sandhu Path",Shivamogga,Laborer,0,Opportunistic crime,35
Chandresh Kant,,34,Male,"83/29, Puri Circle",Belagavi,Delivery Boy,0,Opportunistic crime,7
Yadavi Mani,,40,Male,"46, Nath Street",Bengaluru Rural,Contractor,1,Opportunistic crime,4
Amol Balay,,47,Male,"54, Chauhan Circle",Bengaluru Urban,Unemployed,2,Opportunistic crime,27
